x,y,z,Annot,hyb,bp
3.9423454308546826,3.2468786536065397,1.966535937534288,Fiber,-1,27
3.9451266003923178,3.2470078648633907,1.9684874498847569,Fiber,-1,28
3.947787030522415,3.246654224789519,1.9705748047230682,Fiber,-1,29
3.950563066862658,3.2466083229756695,1.97253733249641,Fiber,-1,30
3.952827873487744,3.246471545754668,1.975069513955702,Fiber,-1,31
3.954805566932588,3.2463219542790305,1.9778310988319348,Fiber,-1,32
3.95674430457188,3.246031727654563,1.980609059391849,Fiber,-1,33
3.9582271375762663,3.2452754283503973,1.9835737208638593,Fiber,-1,34
3.959607536346578,3.244422242735355,1.9865614580579927,Fiber,-1,35
3.961262397186292,3.2434111024561854,1.989354132571254,Fiber,-1,36
3.962465953361671,3.242503466029598,1.9924016969511875,Fiber,-1,37
3.9630912287179054,3.241739427377519,1.9956551990131226,Fiber,-1,38
3.9642503629534476,3.2412440178945348,1.9988128844420663,Fiber,-1,39
3.964855715903873,3.240509759504128,2.002076994186166,Fiber,-1,40
3.9651094529386266,3.23993819297439,2.005418988982583,Fiber,-1,41
3.965561052858213,3.2396663777869135,2.0087778837437336,Fiber,-1,42
3.966202264126412,3.2395760267809623,2.0121156501833246,Fiber,-1,43
3.9669994025500337,3.2394837060089934,2.015419594373024,Fiber,-1,44
3.968144567512497,3.2388944919149147,2.01856624719151,Fiber,-1,45
3.9694234001710815,3.2383157613245297,2.0216629644751976,Fiber,-1,46
3.9701323048311927,3.2377313120995463,2.0249364753253842,Fiber,-1,47
3.9710939835437378,3.23675688910154,2.028048656855243,Fiber,-1,48
3.971935255650322,3.235946499955656,2.0312417009631307,Fiber,-1,49
3.9728322978876167,3.2355095604480772,2.03449199311788,Fiber,-1,50
3.9732984357656274,3.235319401511248,2.037854515245306,Fiber,-1,51
3.9737530972592614,3.2351505292705474,2.041219744077425,Fiber,-1,52
3.9742674159086224,3.234837543247856,2.0445660130559324,Fiber,-1,53
3.974799559776661,3.23433228463675,2.0478858830292315,Fiber,-1,54
3.975664814887984,3.2336286214454293,2.051097765920233,Fiber,-1,55
3.9769061227612306,3.2326180997905145,2.0540974326931867,Fiber,-1,56
3.978074821212285,3.232206536593456,2.057263622779921,Fiber,-1,57
3.9790339346695704,3.231619608453317,2.060472301126899,Fiber,-1,58
3.97974649353568,3.230943558707971,2.0637273305590464,Fiber,-1,59
3.9808791508458454,3.2302436402949897,2.066855780915516,Fiber,-1,60
3.982353147963693,3.229691349560162,2.0698694676014218,Fiber,-1,61
3.9835668445856847,3.2294466760484646,2.0730360233616185,Fiber,-1,62
3.9844633747200016,3.2295508905191483,2.076314036946454,Fiber,-1,63
3.9853729306914762,3.2295181415151495,2.079589954441979,Fiber,-1,64
3.986548223695547,3.2291372490070986,2.0827575414181956,Fiber,-1,65
3.98787404080119,3.228948992221899,2.0858827243544744,Fiber,-1,66
3.989416069764479,3.2288231007002604,2.088910313824855,Fiber,-1,67
3.990868199031128,3.228181601091917,2.091916939648837,Fiber,-1,68
3.9924838890072767,3.227752607384856,2.094877600098851,Fiber,-1,69
3.994181924016517,3.2274585895393537,2.097808509618764,Fiber,-1,70
3.9958671391902336,3.226773797423501,2.100680984087988,Fiber,-1,71
3.997490203576341,3.2259760514582356,2.103560092174436,Fiber,-1,72
3.9993128806590588,3.2250538314153143,2.1062780617188883,Fiber,-1,73
4.001272796141032,3.2243506989957593,2.1089658742317123,Fiber,-1,74
4.003199576675024,3.2238896844257687,2.111729021412028,Fiber,-1,75
4.004861904682264,3.2238254046069543,2.1146942420954233,Fiber,-1,76
4.006367214749584,3.223959859352172,2.117739888746418,Fiber,-1,77
4.008097727239357,3.2238842756910127,2.1206655704845616,Fiber,-1,78
4.009768614461957,3.223477303544164,2.1235985739896805,Fiber,-1,79
4.01159523205268,3.2234666477323737,2.1264662131983214,Fiber,-1,80
4.013438752037622,3.223253285652727,2.1293150569441406,Fiber,-1,81
4.015161816627776,3.2231661350804965,2.1322448100388427,Fiber,-1,82
4.016400175918527,3.2231015645199284,2.135410611187007,Fiber,-1,83
4.017179036935681,3.222657547014364,2.13869027945845,Fiber,-1,84
4.017893527934373,3.2222983933890146,2.1419948991470354,Fiber,-1,85
4.018879866885796,3.222337217253796,2.1452484553829763,Fiber,-1,86
4.019460402941764,3.2221330134331234,2.1485922972882316,Fiber,-1,87
4.0192903583293775,3.221717957080145,2.151962581112133,Fiber,-1,88
4.019351699171881,3.221176968927638,2.155318705233778,Fiber,-1,89
4.0193542416254795,3.220719892927246,2.158687840889372,Fiber,-1,90
4.01924971035113,3.2199148792518724,2.1619895111023317,Fiber,-1,91
4.019232011794596,3.2190991449681845,2.16529015715114,Fiber,-1,92
4.019623525286524,3.218444086864616,2.168603405718119,Fiber,-1,93
4.019835898843201,3.2172896528383914,2.1717943584835986,Fiber,-1,94
4.020007574287043,3.2163707031864552,2.175063312303888,Fiber,-1,95
4.020051359699335,3.215391071531059,2.178318831411099,Fiber,-1,96
4.020106460417031,3.214596921687014,2.181624325313092,Fiber,-1,97
4.01973010863594,3.2140406374474857,2.184957328040622,Fiber,-1,98
4.019274664832707,3.2132841361543067,2.188240661215235,Fiber,-1,99
4.018661985075183,3.2121125017264833,2.191373055871446,Fiber,-1,100
4.01804192180019,3.211062180226489,2.1945467518684905,Fiber,-1,101
4.017660676427428,3.209733869441054,2.197653235801017,Fiber,-1,102
4.017136913906478,3.208214072607889,2.2006492148409214,Fiber,-1,103
4.016795490704327,3.206701635859651,2.2036750974030204,Fiber,-1,104
4.016603320373234,3.2054291144639873,2.206822121372015,Fiber,-1,105
4.016147473796623,3.2040293324155833,2.2098868912027783,Fiber,-1,106
4.01571833539872,3.2028102593713323,2.2130316807264547,Fiber,-1,107
4.014972198943191,3.2014057623874876,2.2160367878147462,Fiber,-1,108
4.014223415505464,3.199686582709084,2.2188729374223572,Fiber,-1,109
4.013346944778492,3.197963432636255,2.221669820131959,Fiber,-1,110
4.012791522675563,3.196300868196221,2.224583131953634,Fiber,-1,111
4.012486964281813,3.194598522468103,2.227510462342701,Fiber,-1,112
4.012185751156504,3.192993774296382,2.230492752395412,Fiber,-1,113
4.011937054152533,3.191743586385011,2.233644764449082,Fiber,-1,114
4.0117965643682005,3.190350891040497,2.236743258002063,Fiber,-1,115
4.0115768089879005,3.188907374927988,2.239813757766883,Fiber,-1,116
4.010840765871753,3.1875122416467887,2.2428257079090432,Fiber,-1,117
4.010248496710792,3.18604516071062,2.2458351747667615,Fiber,-1,118
4.009556609361586,3.1839428854101195,2.2484162075943166,Fiber,-1,119
4.008451116145756,3.181719726645546,2.2507390183608775,Fiber,-1,120
4.00737043912636,3.180147459730393,2.2535532880578444,Fiber,-1,121
4.0062944517641474,3.178610143440222,2.2563885851887164,Fiber,-1,122
4.00503974075276,3.177413455284481,2.259313245465708,Fiber,-1,123
4.003644484257515,3.1767753035741912,2.2623473881299763,Fiber,-1,124
4.001386852043466,3.1761040285471354,2.2647994253695254,Fiber,-1,125
3.9991179256486915,3.175377164208138,2.267225047196561,Fiber,-1,126
3.996908291812164,3.174763283604365,2.2697351605232425,Fiber,-1,127
3.994958163445968,3.1735778979528875,2.2722554502313175,Fiber,-1,128
3.992844483199791,3.1724243227419504,2.274655787717929,Fiber,-1,129
3.9908507751542555,3.1715757957983564,2.277275927075895,Fiber,-1,130
3.9889570426290244,3.170354464991347,2.2798219294684183,Fiber,-1,131
3.9870556224292746,3.169190857271221,2.282389149423476,Fiber,-1,132
3.9852513624576433,3.1679976698867236,2.285012305884735,Fiber,-1,133
3.983236929459729,3.16693837887373,2.28753816459945,Fiber,-1,134
3.98080778072913,3.1659750648623146,2.2897133111600385,Fiber,-1,135
3.978470322354543,3.1653415357753083,2.2920997162478196,Fiber,-1,136
3.975883741021692,3.164782664470529,2.294234490210853,Fiber,-1,137
3.9730373006574364,3.1642059204780564,2.29600229778519,Fiber,-1,138
3.970240247394991,3.16318290525146,2.2976423992738777,Fiber,-1,139
3.9673074860615025,3.1624104245716387,2.2991793392727375,Fiber,-1,140
3.964632655755354,3.161474804028494,2.301058141293324,Fiber,-1,141
3.9619499824627358,3.1606504383606757,2.3029774341971807,Fiber,-1,142
3.959476563463144,3.1594831362609743,2.3049972372223517,Fiber,-1,143
3.956858103360795,3.1581779441885005,2.306729328543951,Fiber,-1,144
3.9543313967428553,3.1566386598343863,2.308404547139848,Fiber,-1,145
3.9518439035257242,3.155447883422347,2.3103931217628526,Fiber,-1,146
3.9496629920771387,3.1537574117079243,2.3123795584309,Fiber,-1,147
3.9472461182773735,3.152300515552534,2.3142759166851383,Fiber,-1,148
3.9449367013540995,3.1504968155607154,2.3160002309876986,Fiber,-1,149
3.9426962638592933,3.148742947581699,2.31786151735579,Fiber,-1,150
3.9401242523547952,3.1470280406542206,2.319277091815441,Fiber,-1,151
3.937769547410761,3.1450535566807116,2.3207320068180772,Fiber,-1,152
3.9352947481665828,3.143166631463284,2.322101270096213,Fiber,-1,153
3.933065090288859,3.1413344363801246,2.323898959425755,Fiber,-1,154
3.9306507184417443,3.1395293317810045,2.325471348045053,Fiber,-1,155
3.9288776419059395,3.137373898824665,2.327413076236357,Fiber,-1,156
3.9272015067009063,3.1350202733100745,2.3292050075161543,Fiber,-1,157
3.9256215535879697,3.13271395451903,2.3311401152121225,Fiber,-1,158
3.9242082459037606,3.1300657160005176,2.332736797440628,Fiber,-1,159
3.922810548172677,3.1277880667879012,2.334838880958662,Fiber,-1,160
3.9209247549603017,3.1255986885040064,2.3366306417379437,Fiber,-1,161
3.9190057853866973,3.1233641207908547,2.3383289535205445,Fiber,-1,162
3.9169148739804656,3.121199315206943,2.339910631830174,Fiber,-1,163
3.9149942980335988,3.11885762430787,2.3414559058400237,Fiber,-1,164
3.9132030480795463,3.11668395878561,2.3433602697231737,Fiber,-1,165
3.9117090428581105,3.1144082170372682,2.345397166356087,Fiber,-1,166
3.9100197095666887,3.1119309369220853,2.347000050089055,Fiber,-1,167
3.9081517341495404,3.1096185061855657,2.3486503021697174,Fiber,-1,168
3.906122386321049,3.107338673505729,2.350148337664271,Fiber,-1,169
3.9040204339965787,3.1051765546347436,2.3517190185400016,Fiber,-1,170
3.902446632379101,3.102636236332018,2.3533407248604132,Fiber,-1,171
3.900758374542696,3.09991437044888,2.354481440246488,Fiber,-1,172
3.899056230762436,3.097068895933606,2.3552337575560376,Fiber,-1,173
3.8976264446840827,3.0941056938759806,2.3560911637234,Fiber,-1,174
3.896368456261272,3.0911713700488503,2.357260440767394,Fiber,-1,175
3.894498560969042,3.0887033769431613,2.3586648985369134,Fiber,-1,176
3.892826756021671,3.0860263906723144,2.3599293402016985,Fiber,-1,177
3.891499323454987,3.0830502566822444,2.3608991593879685,Fiber,-1,178
3.8899128010160418,3.08013702078353,2.3616448155749388,Fiber,-1,179
3.888523459780779,3.0770876804782787,2.3622203628230114,Fiber,-1,180
3.8870974738864663,3.0740960586467914,2.362979811996158,Fiber,-1,181
3.8856394842445865,3.0711236147472456,2.3637536617672548,Fiber,-1,182
3.8843098470809965,3.068048730704935,2.3643343106624917,Fiber,-1,183
3.8832008512430045,3.0649601644572244,2.3652236288085007,Fiber,-1,184
3.881951366469646,3.061895371560117,2.366001981105977,Fiber,-1,185
3.8812574913687388,3.058665385631141,2.3668055532825485,Fiber,-1,186
3.880262368409973,3.055473500752414,2.367423292076772,Fiber,-1,187
3.878812908176835,3.0524028198249673,2.367596450023065,Fiber,-1,188
3.877583832560255,3.049255833620649,2.3679783544071182,Fiber,-1,189
3.8766480740972815,3.0460235731231067,2.3684650249065355,Fiber,-1,190
3.875740130295584,3.0427628797844806,2.3687867654920938,Fiber,-1,191
3.874978309307721,3.039465889520618,2.3691176491309256,Fiber,-1,192
3.874522845081885,3.036157894491366,2.3697577438312867,Fiber,-1,193
3.8738891416283434,3.032830492653462,2.3700523909797226,Fiber,-1,194
3.8733268303788373,3.029505840667938,2.370488848576552,Fiber,-1,195
3.872920060547533,3.0261917356723664,2.3711301335230983,Fiber,-1,196
3.872251222454803,3.0231628059102422,2.3725223404408493,Fiber,-1,197
3.8716660858538683,3.020185849167758,2.3740570533493845,Fiber,-1,198
3.8715231848725384,3.0173094482081146,2.375864232595861,Fiber,-1,199
3.8717728042706696,3.014201618487382,2.377220361123328,Fiber,-1,200
3.872504333080822,3.011176608877704,2.3785893689616087,Fiber,-1,201
3.873631957498199,3.008153207820804,2.379660587530562,Fiber,-1,202
3.8744256485268767,3.0050464397689356,2.3807910948604305,Fiber,-1,203
3.87457771916256,3.001778850634039,2.381718314234294,Fiber,-1,204
3.874496821954402,2.9984950802419212,2.3825959859574133,Fiber,-1,205
3.8742178936828533,2.995124035117179,2.382939866439973,Fiber,-1,206
3.8738956318921076,2.9917491415151876,2.38319723876455,Fiber,-1,207
3.873485592471259,2.98837405087283,2.38322235507841,Fiber,-1,208
3.872909296930173,2.9850233618086905,2.3832500362052014,Fiber,-1,209
3.872400633685956,2.981718527665785,2.382634136057556,Fiber,-1,210
3.871851922611688,2.978396371162245,2.382162763250786,Fiber,-1,211
3.871127275751885,2.9750783403207897,2.3820028937298345,Fiber,-1,212
3.870379785129984,2.9717679865389646,2.3822098130603138,Fiber,-1,213
3.8698533121466814,2.9684126013397134,2.3820541969862736,Fiber,-1,214
3.8697095581911154,2.9650503852643872,2.382538797711693,Fiber,-1,215
3.8699317122097345,2.961758231969281,2.383358782024672,Fiber,-1,216
3.8700254675724737,2.9584540228975587,2.384154654088704,Fiber,-1,217
3.870457303739189,2.9552459012404078,2.3851945930090426,Fiber,-1,218
3.870487184164754,2.952064770944773,2.3863943918264967,Fiber,-1,219
3.8709632371369427,2.948886349771971,2.3875039018156152,Fiber,-1,220
3.8713936581182753,2.945574174826259,2.3881396965213373,Fiber,-1,221
3.872161463664056,2.9423547212762378,2.388917895392532,Fiber,-1,222
3.872483112758311,2.9391405808087687,2.3899789528441064,Fiber,-1,223
3.8731248146326083,2.936075334710743,2.391302767431977,Fiber,-1,224
3.8737222687757993,2.9329334694291895,2.39245677397414,Fiber,-1,225
3.874513248093811,2.929901506311308,2.39377645248434,Fiber,-1,226
3.875423717327292,2.926770566011168,2.3947399142696972,Fiber,-1,227
3.8764525550454514,2.923632954000034,2.3955503979631048,Fiber,-1,228
3.877470896212128,2.9205100213288775,2.3964280498301194,Fiber,-1,229
3.8782722954236943,2.917387921494971,2.3975098316615555,Fiber,-1,230
3.8794351174342694,2.914371398563905,2.3985626537633724,Fiber,-1,231
3.880502641683782,2.911208308566377,2.399207055535746,Fiber,-1,232
3.881679767244895,2.908208445105467,2.4002911194772505,Fiber,-1,233
3.8826672045725394,2.9052387941060784,2.4016200816534643,Fiber,-1,234
3.8838342902552507,2.902313948468746,2.4029019509943055,Fiber,-1,235
3.8850085893161075,2.899502633080045,2.4044110989330187,Fiber,-1,236
3.886210452957382,2.8966987706561467,2.4059123914746747,Fiber,-1,237
3.887045248219599,2.894013205441472,2.4078231128954766,Fiber,-1,238
3.887746349825135,2.8910604330454475,2.409355950693807,Fiber,-1,239
3.8882395147756776,2.887973078531906,2.410692001006958,Fiber,-1,240
3.888077070486,2.8848301369817384,2.4119786751168166,Fiber,-1,241
3.8881988241497165,2.881785475661962,2.413487056200373,Fiber,-1,242
3.887810049977638,2.8786093325780278,2.414636390683237,Fiber,-1,243
3.886734109327123,2.8755979383352055,2.415791317707281,Fiber,-1,244
3.8854020869803056,2.8726100054805017,2.4167175864174077,Fiber,-1,245
3.883768253832675,2.8697944604871455,2.4176990626708608,Fiber,-1,246
3.88235669306195,2.867147787967157,2.4192998814496383,Fiber,-1,247
3.8810319308608077,2.864784006651664,2.421353547197259,Fiber,-1,248
3.8800622477245263,2.862406487023333,2.4235822497418154,Fiber,-1,249
3.879344744584988,2.860256389309209,2.4261164693582797,Fiber,-1,250
3.8788583204209894,2.8582883271500936,2.428845960679119,Fiber,-1,251
3.8785880979210274,2.856217323542361,2.43152885535787,Fiber,-1,252
3.8781853686226455,2.8542367400855273,2.4342629179545825,Fiber,-1,253
3.877977285771769,2.852495030745592,2.4371755027348683,Fiber,-1,254
3.8776451400541423,2.850836737603298,2.440125035422682,Fiber,-1,255
3.8776593435477835,2.849093707534954,2.443044221001164,Fiber,-1,256
3.877772536411247,2.8472681941362055,2.445910348738487,Fiber,-1,257
3.877762941735525,2.845120957884258,2.448546498282902,Fiber,-1,258
3.8774726704883204,2.8425995768200725,2.45080888201079,Fiber,-1,259
3.8768698247080113,2.840163743928223,2.4531030692499116,Fiber,-1,260
3.8764809390910266,2.8376861688839,2.455398802221459,Fiber,-1,261
3.876317891060691,2.8351169735733706,2.457619759401631,Fiber,-1,262
3.8760646675685324,2.832635627164656,2.4599303432808655,Fiber,-1,263
3.87592583653722,2.8299969804186333,2.462070032345765,Fiber,-1,264
3.875795027973597,2.8274016216989106,2.464262520027747,Fiber,-1,265
3.8756551356302342,2.8248547578875427,2.4665106114090327,Fiber,-1,266
3.8755648800607845,2.8223491951369803,2.4688071325248027,Fiber,-1,267
3.8756062998564738,2.8195981066012794,2.4708045799632252,Fiber,-1,268
3.8756072458882023,2.816918432414275,2.4728972685106503,Fiber,-1,269
3.8756917579684407,2.8141980306177983,2.4749349808981136,Fiber,-1,270
3.8762448048155003,2.811279205806803,2.476588643774179,Fiber,-1,271
3.8764970762562876,2.8083857700479316,2.478356237796981,Fiber,-1,272
3.876863218063597,2.8054164231754313,2.4799714527448176,Fiber,-1,273
3.8772976702282165,2.8024165106154797,2.481511509870155,Fiber,-1,274
3.877622982706808,2.79945426641288,2.4831483608332663,Fiber,-1,275
3.877723166852918,2.7964286107131415,2.484696059358014,Fiber,-1,276
3.8779779098509786,2.7937785084517763,2.486810784874304,Fiber,-1,277
3.8783521057061905,2.7907726571095672,2.4883550760290025,Fiber,-1,278
3.8784788383747606,2.787648160253231,2.4896897888166327,Fiber,-1,279
3.8791084930076654,2.784518895445873,2.490860787027003,Fiber,-1,280
3.8793960137027894,2.7813910930472168,2.4921623952648524,Fiber,-1,281
3.879705402762984,2.778427365449509,2.493799648188508,Fiber,-1,282
3.8804428711649805,2.7754112184214255,2.49518492702724,Fiber,-1,283
3.881386834156773,2.7725036174208046,2.496673144179175,Fiber,-1,284
3.882312641165935,2.7694532334088797,2.4978555310708392,Fiber,-1,285
3.8832241613975924,2.766610223873775,2.499482315522014,Fiber,-1,286
3.8842031607072594,2.7641162658112117,2.501575574591944,Fiber,-1,287
3.885406971089001,2.7616055217331654,2.5035267293114294,Fiber,-1,288
3.886712856149144,2.75898300977655,2.5052521554173826,Fiber,-1,289
3.888035923123307,2.7561811062978174,2.506651737739986,Fiber,-1,290
3.889416421358506,2.753576356239706,2.5083456981165537,Fiber,-1,291
3.890950973908854,2.7510576653206384,2.510037249039354,Fiber,-1,292
3.892354192928656,2.74861229759754,2.511937552457573,Fiber,-1,293
3.893642556839695,2.745972848269867,2.513650277093753,Fiber,-1,294
3.8944237663530044,2.743037770650399,2.5151783579371685,Fiber,-1,295
3.895812261758226,2.7402001048699747,2.516435232405159,Fiber,-1,296
3.897237793289732,2.737515726761779,2.517959034893975,Fiber,-1,297
3.8989025234681534,2.7350849140248306,2.519656038980872,Fiber,-1,298
3.900707271457682,2.732904408293176,2.5215397267067203,Fiber,-1,299
3.9026457001568478,2.731087984615158,2.523661777413039,Fiber,-1,300
3.9043941153132042,2.7291298433563593,2.525822501192612,Fiber,-1,301
3.905977724889224,2.7268314595511964,2.527764050212056,Fiber,-1,302
3.907488701483149,2.724275802858868,2.5294210259522423,Fiber,-1,303
3.908396823124816,2.7217680880595254,2.5315297415729687,Fiber,-1,304
3.9097418984610037,2.719426919117909,2.533596066892658,Fiber,-1,305
3.911069075470618,2.7169153312778094,2.5354643622939843,Fiber,-1,306
3.9126646648178833,2.7144774956216398,2.5372168040043985,Fiber,-1,307
3.9139187750074522,2.71198279891721,2.539156828742727,Fiber,-1,308
3.9156560202778903,2.709785989673775,2.5410845237440953,Fiber,-1,309
3.9175830249259658,2.707896966503583,2.5431529155224517,Fiber,-1,310
3.919033603921088,2.705760847405987,2.5453648865393945,Fiber,-1,311
3.920622112329852,2.7037008547736483,2.5475541949667293,Fiber,-1,312
3.9222134585624695,2.70137682955176,2.549458538406332,Fiber,-1,313
3.9234420820562996,2.6992780739267745,2.5518346085098864,Fiber,-1,314
3.9246936161160613,2.6970751746916264,2.554101963236664,Fiber,-1,315
3.9259887749732036,2.694808371424217,2.556280073996388,Fiber,-1,316
3.9271311597192287,2.692370303934526,2.55835631675863,Fiber,-1,317
3.9283121009004156,2.6899770516921753,2.5604629068068028,Fiber,-1,318
3.9294827703852797,2.6877618988588625,2.5627613042663975,Fiber,-1,319
3.9305649999952754,2.685679012743226,2.565221053135802,Fiber,-1,320
3.9313858153685026,2.683553781806247,2.56774487079712,Fiber,-1,321
3.9320232983575356,2.681563504633507,2.570426738097038,Fiber,-1,322
3.932375482237933,2.679518753480723,2.573120241250475,Fiber,-1,323
3.9323829002150634,2.6771715144579646,2.575580000170299,Fiber,-1,324
3.9325258250051434,2.6747622273609455,2.5779747670041515,Fiber,-1,325
3.932582176390045,2.672652126142541,2.5806401557880827,Fiber,-1,326
3.933098659398865,2.6706412249814195,2.5833326493947233,Fiber,-1,327
3.9339955645492672,2.6688206860926615,2.586060505568663,Fiber,-1,328
3.93465458079541,2.66723727942288,2.5889962373182294,Fiber,-1,329
3.9357369315604025,2.6654367692905243,2.5916695648486314,Fiber,-1,330
3.9364661234381857,2.6633628075769753,2.5942632036083872,Fiber,-1,331
3.937290844619166,2.6617187707502086,2.597122745160083,Fiber,-1,332
3.9379956564344485,2.659806545528841,2.599844258527275,Fiber,-1,333
3.938230018305729,2.657744733569359,2.6025375847156575,Fiber,-1,334
3.938336874432071,2.6554019815357357,2.6049993106705958,Fiber,-1,335
3.9388128398519404,2.6531933552623506,2.6075400638863964,Fiber,-1,336
3.9393570566634066,2.6511142940004557,2.610174704721768,Fiber,-1,337
3.939800191891387,2.6487624643510816,2.612589767551188,Fiber,-1,338
3.9404330675813233,2.6462292809345564,2.6147674842773325,Fiber,-1,339
3.9410528604806863,2.6441285375328403,2.6173680099784256,Fiber,-1,340
3.9411981913576355,2.6417346280148424,2.6197780050315003,Fiber,-1,341
3.9410745072693767,2.638938767378296,2.6217087731551554,Fiber,-1,342
3.940839710141086,2.636445255037503,2.6240081788424705,Fiber,-1,343
3.9401191901277084,2.6340269305939126,2.6262868972971853,Fiber,-1,344
3.9391266484685277,2.6316320325904132,2.628486743793563,Fiber,-1,345
3.938435295992691,2.629639310704107,2.631153406734017,Fiber,-1,346
3.938004570934774,2.6276932677532567,2.633907928971707,Fiber,-1,347
3.9375494619641436,2.62612894441336,2.636892182364619,Fiber,-1,348
3.9373913975918646,2.624378532354725,2.6398026931924976,Fiber,-1,349
3.9368741189100724,2.6227841673297596,2.64276080457183,Fiber,-1,350
3.936349762040378,2.621094182071219,2.6456640785339487,Fiber,-1,351
3.935830773708213,2.6192271000307543,2.6484577599340464,Fiber,-1,352
3.9350777439368327,2.6175250215432535,2.6513030850447854,Fiber,-1,353
3.934350749320028,2.6157237723928026,2.654093601184344,Fiber,-1,354
3.9340926522437054,2.613773035577319,2.65686632759997,Fiber,-1,355
3.9333062570103454,2.6118906161551667,2.659586268712577,Fiber,-1,356
3.93254238441523,2.609641735710503,2.662019175493373,Fiber,-1,357
3.931558997531924,2.6074834752094924,2.664455332681963,Fiber,-1,358
3.93051215839786,2.6050120649694857,2.666542498045077,Fiber,-1,359
3.9299893241151147,2.602613040693393,2.6688943753453422,Fiber,-1,360
3.9288242525822645,2.600023175219481,2.6707639221220716,Fiber,-1,361
3.927582080976496,2.597286967554766,2.672354575232394,Fiber,-1,362
3.926518767449742,2.5943829604482858,2.67376741176552,Fiber,-1,363
3.92553610651242,2.591283787946133,2.674762151572786,Fiber,-1,364
3.9245112694518944,2.588340027228489,2.6761200845006696,Fiber,-1,365
3.9225563759083264,2.5857864604721543,2.6772235735374346,Fiber,-1,366
3.920680939634602,2.58319372211687,2.678372680409851,Fiber,-1,367
3.9190673066918698,2.5805110641869784,2.6796991551202467,Fiber,-1,368
3.9176832657054823,2.57774403287945,2.681109108414209,Fiber,-1,369
3.916508073952729,2.5747032704142576,2.682074866134623,Fiber,-1,370
3.91497932191738,2.571789153620558,2.6829297582489247,Fiber,-1,371
3.9134245388899807,2.568935341170863,2.683928960050202,Fiber,-1,372
3.9117972282360842,2.5660888687462524,2.6848286570945703,Fiber,-1,373
3.9101736181012567,2.563139450919486,2.685302813833676,Fiber,-1,374
3.908399191362438,2.5602643596376704,2.6856839435619766,Fiber,-1,375
3.9069990925709854,2.557166108111201,2.685707625895108,Fiber,-1,376
3.9058852602996446,2.5539572617328856,2.685858233304253,Fiber,-1,377
3.9049124847196195,2.550700610256034,2.6857691893306854,Fiber,-1,378
3.9035368124775727,2.547592857575918,2.685866138604502,Fiber,-1,379
3.902571638661594,2.5443372800986164,2.6860383442787232,Fiber,-1,380
3.9019148678308233,2.541014629629265,2.6863360789498083,Fiber,-1,381
3.9012414878092105,2.537697151166608,2.686653720251126,Fiber,-1,382
3.900988941798953,2.5343147042676706,2.6868888233956603,Fiber,-1,383
3.9005051862541267,2.530949500590572,2.6869260360883094,Fiber,-1,384
3.900199133055388,2.5275693563153063,2.6871284122675605,Fiber,-1,385
3.900352830751174,2.524175534502947,2.687263876374476,Fiber,-1,386
3.9004946973182166,2.5207858192099146,2.6870409321901154,Fiber,-1,387
3.900960213761062,2.5174266374333225,2.686797637649997,Fiber,-1,388
3.901316208954046,2.514046884638611,2.686900294696576,Fiber,-1,389
3.9018013867596557,2.510729667052798,2.687466572000834,Fiber,-1,390
3.902589007187387,2.5075044927761136,2.6881999920352158,Fiber,-1,391
3.9033105429101047,2.5042728663427494,2.6889719873694142,Fiber,-1,392
