Region ID,Name,Channel,Chrom,Start,End,Chrom ID
62,chr1-#38,1,chr1,77000000,77025000,1
63,Pax3,2,chr1,78184634,78209634,1
64,chr1-#39,1,chr1,79000000,79025000,1
65,Scg2,2,chr1,79427620,79452620,1
66,Dock10,2,chr1,80745948,80770948,1
67,chr1-#40,1,chr1,80800000,80825000,1
68,Rhbdd1,2,chr1,82303952,82328952,1
69,chr1-#41,1,chr1,83000000,83025000,1
70,chr1-#42,1,chr1,84800000,84825000,1
71,Fbxo36,2,chr1,84827341,84852341,1
72,chr1-#43,1,chr1,87000000,87025000,1
73,Alppl2,2,chr1,87077428,87102428,1
74,Inpp5d,2,chr1,87607812,87632812,1
75,Glrp1,2,chr1,88497566,88522566,1
76,chr1-#44,1,chr1,89000000,89025000,1
77,chr1-#45,1,chr1,91000000,91025000,1
78,Twist2,2,chr1,91788961,91813961,1
79,chr1-#46,1,chr1,93000000,93025000,1
80,chr1-#47,1,chr1,95000000,95025000,1
81,Slco4c1,2,chr1,96859671,96884671,1
82,chr1-#48,1,chr1,97000000,97025000,1
83,Pam,2,chr1,98083132,98108132,1
84,chr1-#49,1,chr1,99000000,99025000,1
85,chr1-#50,1,chr1,101000000,101025000,1
86,chr1-#51,1,chr1,102975000,103000000,1
87,Cdh20,2,chr1,104756029,104781029,1
88,chr1-#52,1,chr1,104975000,105000000,1
89,Zcchc2,2,chr1,105977906,106002906,1
90,chr1-#53,1,chr1,106800000,106825000,1
91,Serpinb5,2,chr1,106848673,106873673,1
92,Serpinb8,2,chr1,107577506,107602506,1
93,chr1-#54,1,chr1,109600000,109625000,1
94,chr1-#55,1,chr1,111000000,111025000,1
95,Dsel,2,chr1,111852418,111877418,1
96,chr1-#56,1,chr1,113200000,113225000,1
97,chr1-#57,1,chr1,115400000,115425000,1
98,chr1-#58,1,chr1,117000000,117025000,1
99,Tfcp2l1,2,chr1,118615446,118640446,1
100,chr1-#59,1,chr1,119000000,119025000,1
101,Gli2,2,chr1,119041119,119066119,1
102,Inhbb,2,chr1,119409748,119434748,1
103,Dbi,2,chr1,120108578,120133578,1
104,chr1-#60,1,chr1,121000000,121025000,1
105,chr1-#61,1,chr1,123175000,123200000,1
106,chr1-#62,1,chr1,125000000,125025000,1
107,Actr3,2,chr1,125423227,125448227,1
108,chr1-#63,1,chr1,127000000,127025000,1
109,Lct,2,chr1,128315818,128340818,1
110,chr1-#64,1,chr1,128975000,129000000,1
111,Pigr,2,chr1,130814184,130839184,1
112,chr1-#65,1,chr1,131000000,131025000,1
113,Srgap2,2,chr1,131514847,131539847,1
114,chr1-#66,1,chr1,133000000,133025000,1
115,Fmod,2,chr1,134024754,134049754,1
116,chr1-#67,1,chr1,135000000,135025000,1
117,Shisa4,2,chr1,135362737,135387737,1
118,chr1-#68,1,chr1,137200000,137225000,1
119,Ptprc,2,chr1,138162806,138187806,1
120,chr1-#69,1,chr1,139000000,139025000,1
121,Aspm,2,chr1,139442272,139467272,1
122,chr1-#70,1,chr1,140600000,140625000,1
123,chr1-#71,1,chr1,143200000,143225000,1
124,Glrx2,2,chr1,143726529,143751529,1
125,chr1-#72,1,chr1,144400000,144425000,1
126,Rgs21,2,chr1,144539064,144564064,1
127,chr1-#73,1,chr1,147000000,147025000,1
128,chr1-#74,1,chr1,149000000,149025000,1
129,Ptgs2,2,chr1,150087531,150112531,1
130,chr1-#75,1,chr1,151000000,151025000,1
131,1700025G04Rik,2,chr1,152077625,152102625,1
132,chr1-#76,1,chr1,153000000,153025000,1
133,chr1-#77,1,chr1,155000000,155025000,1
134,Cep350,2,chr1,155960755,155985755,1
135,chr1-#78,1,chr1,157000000,157025000,1
136,Rasal2,2,chr1,157400095,157425095,1
137,chr1-#79,1,chr1,159000000,159025000,1
138,Tnn,2,chr1,160141080,160166080,1
139,chr1-#80,1,chr1,161000000,161025000,1
140,Tnfsf18,2,chr1,161482155,161507155,1
141,chr1-#81,1,chr1,163000000,163025000,1
142,Prrx1,2,chr1,163301210,163326210,1
143,Dpt,2,chr1,164784144,164809144,1
144,chr1-#82,1,chr1,165000000,165025000,1
145,Dusp27,2,chr1,166115422,166140422,1
146,chr1-#83,1,chr1,167000000,167025000,1
147,Lmx1a,2,chr1,167676737,167701737,1
148,Pbx1,2,chr1,168419770,168444770,1
149,chr1-#84,1,chr1,169000000,169025000,1
150,Ddr2,2,chr1,170098229,170123229,1
151,Nos1ap,2,chr1,170577361,170602361,1
152,chr1-#85,1,chr1,171000000,171025000,1
153,Slamf6,2,chr1,171905015,171930015,1
154,chr1-#86,1,chr1,173000000,173025000,1
155,Cadm3,2,chr1,173355195,173380195,1
156,chr1-#87,1,chr1,175000000,175025000,1
157,Opn3,2,chr1,175680276,175705276,1
158,chr1-#88,1,chr1,177000000,177025000,1
159,1700016C15Rik,2,chr1,177717314,177742314,1
160,chr1-#89,1,chr1,179000000,179025000,1
161,Ahctf1,2,chr1,179791180,179816180,1
162,Lefty2,2,chr1,180880608,180905608,1
163,Lefty1,2,chr1,180922522,180947522,1
164,chr1-#90,1,chr1,181000000,181025000,1
165,chr1-#91,1,chr1,182975000,183000000,1
166,Dusp10,2,chr1,184000802,184025802,1
167,chr1-#92,1,chr1,185000000,185025000,1
168,Tgfb2,2,chr1,186693489,186718489,1
169,chr1-#93,1,chr1,187000000,187025000,1
170,chr1-#94,1,chr1,189000000,189025000,1
171,Prox1,2,chr1,190158214,190183214,1
172,chr1-#95,1,chr1,191000000,191025000,1
173,chr1-#96,1,chr1,193000000,193025000,1
174,Camk1g,2,chr1,193357798,193382798,1
175,Plxna2,2,chr1,194607325,194632325,1
176,chr1-#97,1,chr1,195000000,195025000,1
177,Cr2,2,chr1,195164216,195189216,1
178,chr2-#1,1,chr2,3100000,3125000,2
179,Suv39h2,2,chr2,3462531,3487531,2
180,chr2-#2,1,chr2,5000000,5025000,2
181,Camk1d,2,chr2,5702015,5727015,2
182,Dhtkd1,2,chr2,5930292,5955292,2
183,Echdc3,2,chr2,6200533,6225533,2
184,chr2-#3,1,chr2,7000000,7025000,2
185,chr2-#4,1,chr2,9000000,9025000,2
186,Taf3,2,chr2,10036096,10061096,2
187,chr2-#5,1,chr2,11000000,11025000,2
188,Itga8,2,chr2,12289422,12314422,2
189,chr2-#6,1,chr2,13000000,13025000,2
190,Trdmt1,2,chr2,13532168,13557168,2
191,Slc39a12,2,chr2,14375816,14400816,2
192,chr2-#7,1,chr2,14975000,15000000,2
193,Plxdc2,2,chr2,16343804,16368804,2
194,chr2-#8,1,chr2,17000000,17025000,2
195,Nebl,2,chr2,17718543,17743543,2
196,Spag6,2,chr2,18686523,18711523,2
197,chr2-#9,1,chr2,19000000,19025000,2
198,Etl4,2,chr2,19897280,19922280,2
199,chr2-#10,1,chr2,21000000,21025000,2
200,chr2-#11,1,chr2,23000000,23025000,2
201,Mastl,2,chr2,23143524,23168524,2
202,Ehmt1,2,chr2,24907114,24932114,2
203,chr2-#12,1,chr2,25000000,25025000,2
204,Entpd2,2,chr2,25383374,25408374,2
205,Notch1,2,chr2,26504163,26529163,2
206,chr2-#13,1,chr2,27000000,27025000,2
207,Rxra,2,chr2,27663940,27688940,2
208,Col5a1,2,chr2,27873925,27898925,2
209,chr2-#14,1,chr2,29000000,29025000,2
210,chr2-#15,1,chr2,31000000,31025000,2
211,Slc25a25,2,chr2,32438945,32463945,2
212,chr2-#16,1,chr2,33000000,33025000,2
213,chr2-#17,1,chr2,35000000,35025000,2
214,Lhx6,2,chr2,36092908,36117908,2
215,Ptgs1,2,chr2,36217926,36242926,2
216,chr2-#18,1,chr2,36800000,36825000,2
217,Dennd1a,2,chr2,38274890,38299890,2
218,chr2-#19,1,chr2,39000000,39025000,2
219,chr2-#20,1,chr2,41000000,41025000,2
220,chr2-#21,1,chr2,43000000,43025000,2
221,Arhgap15,2,chr2,43736324,43761324,2
222,chr2-#22,1,chr2,45000000,45025000,2
223,Zeb2,2,chr2,45104895,45129895,2
224,chr2-#23,1,chr2,46975000,47000000,2
225,chr2-#24,1,chr2,49000000,49025000,2
226,Lypd6,2,chr2,50053929,50078929,2
227,chr2-#25,1,chr2,51000000,51025000,2
228,Fmnl2,2,chr2,52845360,52870360,2
229,chr2-#26,1,chr2,53000000,53025000,2
230,chr2-#27,1,chr2,55175000,55200000,2
231,chr2-#28,1,chr2,57000000,57025000,2
232,Upp2,2,chr2,58554887,58579887,2
233,chr2-#29,1,chr2,59000000,59025000,2
234,Rbms1,2,chr2,60950692,60975692,2
235,chr2-#30,1,chr2,61000000,61025000,2
236,Tbr1,2,chr2,61791953,61816953,2
237,Gcg,2,chr2,62471150,62496150,2
238,chr2-#31,1,chr2,63000000,63025000,2
239,Fign,2,chr2,64085538,64110538,2
240,chr2-#32,1,chr2,65000000,65025000,2
241,Scn3a,2,chr2,65555127,65580127,2
242,chr2-#33,1,chr2,66975000,67000000,2
243,B3galt1,2,chr2,67735712,67760712,2
244,chr2-#34,1,chr2,69000000,69025000,2
245,Dhrs9,2,chr2,69367945,69392945,2
246,Gad1,2,chr2,70540572,70565572,2
247,chr2-#35,1,chr2,71000000,71025000,2
248,Dlx1,2,chr2,71515613,71540613,2
249,Pdk1,2,chr2,71860724,71885724,2
250,chr2-#36,1,chr2,73000000,73025000,2
251,chr2-#37,1,chr2,75000000,75025000,2
252,Nfe2l2,2,chr2,75692141,75717141,2
253,Ttn,2,chr2,76970047,76995047,2
254,chr2-#38,1,chr2,77000000,77025000,2
255,Cwc22,2,chr2,77933875,77958875,2
256,chr2-#39,1,chr2,79000000,79025000,2
257,Itga4,2,chr2,79243000,79268000,2
258,Neurod1,2,chr2,79444251,79469251,2
259,Pde1a,2,chr2,80116958,80141958,2
260,chr2-#40,1,chr2,81000000,81025000,2
261,chr2-#41,1,chr2,83000000,83025000,2
262,Itgav,2,chr2,83711897,83736897,2
263,Clp1,2,chr2,84714850,84739850,2
264,chr2-#42,1,chr2,85000000,85025000,2
265,chr2-#43,1,chr2,85800000,85825000,2
266,Pramel7,2,chr2,87479918,87504918,2
267,chr2-#44,1,chr2,89175000,89200000,2
268,chr2-#45,1,chr2,91000000,91025000,2
269,Chst1,2,chr2,92587207,92612207,2
270,chr2-#46,1,chr2,93000000,93025000,2
271,chr2-#47,1,chr2,95000000,95025000,2
272,Lrrc4c,2,chr2,96305669,96330669,2
273,chr2-#48,1,chr2,96800000,96825000,2
274,chr2-#49,1,chr2,97600000,97625000,2
275,chr2-#50,1,chr2,101000000,101025000,2
276,Rag1,2,chr2,101637001,101662001,2
277,chr2-#51,1,chr2,103000000,103025000,2
278,Abtb2,2,chr2,103553810,103578810,2
279,Hipk3,2,chr2,104481946,104506946,2
280,chr2-#52,1,chr2,105000000,105025000,2
281,Wt1,2,chr2,105114029,105139029,2
282,chr2-#53,1,chr2,107000000,107025000,2
283,Kcna4,2,chr2,107278139,107303139,2
284,chr2-#54,1,chr2,108800000,108825000,2
285,chr2-#55,1,chr2,110975000,111000000,2
286,chr2-#56,1,chr2,113000000,113025000,2
287,Zfp770,2,chr2,114188969,114213969,2
288,chr2-#57,1,chr2,115000000,115025000,2
289,BC052040,2,chr2,115569216,115594216,2
290,chr2-#58,1,chr2,117000000,117025000,2
291,Rasgrp1,2,chr2,117330501,117355501,2
292,Thbs1,2,chr2,118099376,118124376,2
293,chr2-#59,1,chr2,119000000,119025000,2
294,Tyro3,2,chr2,119785233,119810233,2
295,chr2-#60,1,chr2,121000000,121025000,2
296,Sord,2,chr2,122222249,122247249,2
297,chr2-#61,1,chr2,123000000,123025000,2
298,4930517E11Rik,2,chr2,124117456,124142456,2
299,chr2-#62,1,chr2,125000000,125025000,2
300,Atp8b4,2,chr2,126488174,126513174,2
301,chr2-#63,1,chr2,127000000,127025000,2
302,Mertk,2,chr2,128686456,128711456,2
303,chr2-#64,1,chr2,129000000,129025000,2
304,Ckap2l,2,chr2,129284712,129309712,2
305,Sirpa,2,chr2,129580339,129605339,2
306,chr2-#65,1,chr2,131000000,131025000,2
307,AU019990,2,chr2,132585695,132610695,2
308,Chgb,2,chr2,132768778,132793778,2
309,chr2-#66,1,chr2,132975000,133000000,2
310,Plcb1,2,chr2,134773567,134798567,2
311,chr2-#67,1,chr2,135000000,135025000,2
312,Plcb4,2,chr2,135647211,135672211,2
313,Snap25,2,chr2,136700953,136725953,2
314,chr2-#68,1,chr2,137000000,137025000,2
315,chr2-#69,1,chr2,139000000,139025000,2
316,Tasp1,2,chr2,140054305,140079305,2
317,chr2-#70,1,chr2,141000000,141025000,2
318,Kif16b,2,chr2,142889031,142914031,2
319,chr2-#71,1,chr2,143000000,143025000,2
320,Pcsk2,2,chr2,143533656,143558656,2
321,chr2-#72,1,chr2,145000000,145025000,2
322,chr2-#73,1,chr2,147000000,147025000,2
323,Pax1,2,chr2,147349425,147374425,2
324,Foxa2,2,chr2,148034469,148059469,2
325,chr2-#74,1,chr2,149000000,149025000,2
326,Acss1,2,chr2,150655758,150680758,2
327,chr2-#75,1,chr2,151000000,151025000,2
328,Fkbp1a,2,chr2,151529983,151554983,2
329,Id1,2,chr2,152723751,152748751,2
330,Tpx2,2,chr2,152835464,152860464,2
331,chr2-#76,1,chr2,153000000,153025000,2
332,Dnmt3b,2,chr2,153636950,153661950,2
333,Cbfa2t2,2,chr2,154423981,154448981,2
334,chr2-#77,1,chr2,155000000,155025000,2
335,chr2-#78,1,chr2,157000000,157025000,2
336,Src,2,chr2,157405944,157430944,2
337,Slc32a1,2,chr2,158598267,158623267,2
338,chr2-#79,1,chr2,159000000,159025000,2
339,Zhx3,2,chr2,160860490,160885490,2
340,chr2-#80,1,chr2,161000000,161025000,2
341,Ptprt,2,chr2,162648647,162673647,2
342,chr2-#81,1,chr2,163000000,163025000,2
343,chr2-#82,1,chr2,165000000,165025000,2
344,Sulf2,2,chr2,166143163,166168163,2
345,chr2-#83,1,chr2,167000000,167025000,2
346,Snai1,2,chr2,167525695,167550695,2
347,Sall4,2,chr2,168754701,168779701,2
348,chr2-#84,1,chr2,169000000,169025000,2
349,Tshz2,2,chr2,169620513,169645513,2
350,Dok5,2,chr2,170719307,170744307,2
351,chr2-#85,1,chr2,171000000,171025000,2
352,Aurka,2,chr2,172358035,172383035,2
353,Tfap2c,2,chr2,172537093,172562093,2
354,chr2-#86,1,chr2,173000000,173025000,2
355,Zbp1,2,chr2,173206423,173231423,2
356,Edn3,2,chr2,174748119,174773119,2
357,chr2-#87,1,chr2,174800000,174825000,2
358,Phactr3,2,chr2,178106475,178131475,2
359,chr2-#88,1,chr2,178200000,178225000,2
360,chr2-#89,1,chr2,179000000,179025000,2
361,chr2-#90,1,chr2,181000000,181025000,2
362,Myt1,2,chr2,181750832,181775832,2
363,chr3-#1,1,chr3,3600000,3625000,3
364,chr3-#2,1,chr3,5200000,5225000,3
365,chr3-#3,1,chr3,7000000,7025000,3
366,Il7,2,chr3,7601260,7626260,3
367,chr3-#4,1,chr3,9600000,9625000,3
368,chr3-#5,1,chr3,11000000,11025000,3
369,chr3-#6,1,chr3,12000000,12025000,3
370,Car13,2,chr3,14629227,14654227,3
371,chr3-#7,1,chr3,15000000,15025000,3
372,chr3-#8,1,chr3,16800000,16825000,3
373,chr3-#9,1,chr3,19000000,19025000,3
374,Armc1,2,chr3,19150565,19175565,3
375,Cpb1,2,chr3,20263233,20288233,3
376,chr3-#10,1,chr3,20975000,21000000,3
377,chr3-#11,1,chr3,22975000,23000000,3
378,chr3-#12,1,chr3,25000000,25025000,3
379,Nlgn1,2,chr3,26319960,26344960,3
380,chr3-#13,1,chr3,26975000,27000000,3
381,Pld1,2,chr3,27926195,27951195,3
382,chr3-#14,1,chr3,29025000,29050000,3
383,chr3-#15,1,chr3,31000000,31025000,3
384,Kcnmb2,2,chr3,31890007,31915007,3
385,chr3-#16,1,chr3,33000000,33025000,3
386,Pex5l,2,chr3,33130582,33155582,3
387,Sox2,2,chr3,34637905,34662905,3
388,chr3-#17,1,chr3,35000000,35025000,3
389,4932438A13Rik,2,chr3,36850606,36875606,3
390,chr3-#18,1,chr3,37000000,37025000,3
391,chr3-#19,1,chr3,39000000,39025000,3
392,Plk4,2,chr3,40787519,40812519,3
393,chr3-#20,1,chr3,41000000,41025000,3
394,Sclt1,2,chr3,41730014,41755014,3
395,chr3-#21,1,chr3,43200000,43225000,3
396,chr3-#22,1,chr3,44975000,45000000,3
397,chr3-#23,1,chr3,47000000,47025000,3
398,chr3-#24,1,chr3,48800000,48825000,3
399,Pcdh18,2,chr3,49744816,49769816,3
400,Slc7a11,2,chr3,50431114,50456114,3
401,chr3-#25,1,chr3,51000000,51025000,3
402,chr3-#26,1,chr3,53000000,53025000,3
403,Lhfp,2,chr3,53029028,53054028,3
404,chr3-#27,1,chr3,55000000,55025000,3
405,Dclk1,2,chr3,55229864,55254864,3
406,chr3-#28,1,chr3,57000000,57025000,3
407,Wwtr1,2,chr3,57563410,57588410,3
408,Tsc22d2,2,chr3,58402215,58427215,3
409,chr3-#29,1,chr3,59000000,59025000,3
410,P2ry12,2,chr3,59250371,59275371,3
411,Mbnl1,2,chr3,60460330,60485330,3
412,chr3-#30,1,chr3,61000000,61025000,3
413,Arhgef26,2,chr3,62325844,62350844,3
414,chr3-#31,1,chr3,63175000,63200000,3
415,Gmps,2,chr3,63963606,63988606,3
416,chr3-#32,1,chr3,65000000,65025000,3
417,Ssr3,2,chr3,65380123,65405123,3
418,Veph1,2,chr3,66284337,66309337,3
419,Rsrc1,2,chr3,66968890,66993890,3
420,chr3-#33,1,chr3,67000000,67025000,3
421,Schip1,2,chr3,68052302,68077302,3
422,chr3-#34,1,chr3,69000000,69025000,3
423,chr3-#35,1,chr3,70400000,70425000,3
424,chr3-#36,1,chr3,73200000,73225000,3
425,chr3-#37,1,chr3,75000000,75025000,3
426,chr3-#38,1,chr3,76800000,76825000,3
427,chr3-#39,1,chr3,79000000,79025000,3
428,Gria2,2,chr3,80790335,80815335,3
429,chr3-#40,1,chr3,81000000,81025000,3
430,Tdo2,2,chr3,81963702,81988702,3
431,Npy2r,2,chr3,82535584,82560584,3
432,chr3-#41,1,chr3,83000000,83025000,3
433,Sfrp2,2,chr3,83753821,83778821,3
434,chr3-#42,1,chr3,85000000,85025000,3
435,Lrba,2,chr3,86212180,86237180,3
436,chr3-#43,1,chr3,86975000,87000000,3
437,Ubqln4,2,chr3,88541258,88566258,3
438,chr3-#44,1,chr3,89000000,89025000,3
439,Slc27a3,2,chr3,90377427,90402427,3
440,chr3-#45,1,chr3,91025000,91050000,3
441,chr3-#46,1,chr3,93000000,93025000,3
442,Tchh,2,chr3,93429830,93454830,3
443,chr3-#47,1,chr3,95000000,95025000,3
444,Setdb1,2,chr3,95344702,95369702,3
445,Gpr89,2,chr3,96892846,96917846,3
446,chr3-#48,1,chr3,97000000,97025000,3
447,Notch2,2,chr3,98001038,98026038,3
448,chr3-#49,1,chr3,99000000,99025000,3
449,Tbx15,2,chr3,99227881,99252881,3
450,Vtcn1,2,chr3,100812959,100837959,3
451,chr3-#50,1,chr3,101000000,101025000,3
452,Nhlh2,2,chr3,101997576,102022576,3
453,chr3-#51,1,chr3,103000000,103025000,3
454,Syt6,2,chr3,103562731,103587731,3
455,chr3-#52,1,chr3,105000000,105025000,3
456,Rap1a,2,chr3,105788836,105813836,3
457,chr3-#53,1,chr3,107000000,107025000,3
458,Kcna2,2,chr3,107088646,107113646,3
459,Gstm1,2,chr3,108005473,108030473,3
460,chr3-#54,1,chr3,109000000,109025000,3
461,Vav3,2,chr3,109328153,109353153,3
462,Ntng1,2,chr3,110131511,110156511,3
463,chr3-#55,1,chr3,110775000,110800000,3
464,chr3-#56,1,chr3,113000000,113025000,3
465,chr3-#57,1,chr3,114800000,114825000,3
466,S1pr1,2,chr3,115702572,115727572,3
467,Palmd,2,chr3,116956487,116981487,3
468,chr3-#58,1,chr3,117000000,117025000,3
469,Snx7,2,chr3,117856436,117881436,3
470,chr3-#59,1,chr3,119000000,119025000,3
471,Ptbp2,2,chr3,119771304,119796304,3
472,chr3-#60,1,chr3,121000000,121025000,3
473,Rwdd3,2,chr3,121159195,121184195,3
474,chr3-#61,1,chr3,123000000,123025000,3
475,Prss12,2,chr3,123434413,123459413,3
476,chr3-#62,1,chr3,124800000,124825000,3
477,Ndst4,2,chr3,125391576,125416576,3
478,Camk2d,2,chr3,126584451,126609451,3
479,chr3-#63,1,chr3,127000000,127025000,3
480,Neurog2,2,chr3,127620635,127645635,3
481,chr3-#64,1,chr3,129000000,129025000,3
482,Col25a1,2,chr3,130168391,130193391,3
483,chr3-#65,1,chr3,131000000,131025000,3
484,Dkk2,2,chr3,132072792,132097792,3
485,chr3-#66,1,chr3,133000000,133025000,3
486,Tet2,2,chr3,133532639,133557639,3
487,chr3-#67,1,chr3,135000000,135025000,3
488,Manba,2,chr3,135473111,135498111,3
489,Ppp3ca,2,chr3,136657624,136682624,3
490,chr3-#68,1,chr3,137000000,137025000,3
491,Ddit4l,2,chr3,137611172,137636172,3
492,chr3-#69,1,chr3,139000000,139025000,3
493,Rap1gds1,2,chr3,139062701,139087701,3
494,chr3-#70,1,chr3,141000000,141025000,3
495,Pdha2,2,chr3,141199855,141224855,3
496,Gbp3,2,chr3,142547526,142572526,3
497,chr3-#71,1,chr3,143000000,143025000,3
498,chr3-#72,1,chr3,145000000,145025000,3
499,Ddah1,2,chr3,145746175,145771175,3
500,Prkacb,2,chr3,146800460,146825460,3
501,chr3-#73,1,chr3,147000000,147025000,3
502,chr3-#74,1,chr3,149000000,149025000,3
503,chr3-#75,1,chr3,151000000,151025000,3
504,Adgrl4,2,chr3,151425387,151450387,3
505,Ptgfr,2,chr3,151825130,151850130,3
506,chr3-#76,1,chr3,153000000,153025000,3
507,St6galnac3,2,chr3,153712674,153737674,3
508,chr3-#77,1,chr3,155000000,155025000,3
509,Tnni3k,2,chr3,155042907,155067907,3
510,Negr1,2,chr3,156549294,156574294,3
511,chr3-#78,1,chr3,157000000,157025000,3
512,Cth,2,chr3,157912577,157937577,3
513,chr3-#79,1,chr3,159000000,159025000,3
514,chr4-#1,1,chr4,3600000,3625000,4
515,Lyn,2,chr4,3665615,3690615,4
516,chr4-#2,1,chr4,4975000,5000000,4
517,Sdcbp,2,chr4,6353150,6378150,4
518,chr4-#3,1,chr4,6975000,7000000,4
519,chr4-#4,1,chr4,9000000,9025000,4
520,chr4-#5,1,chr4,11000000,11025000,4
521,Cdh17,2,chr4,11745647,11770647,4
522,chr4-#6,1,chr4,12800000,12825000,4
523,chr4-#7,1,chr4,15000000,15025000,4
524,Calb1,2,chr4,15868764,15893764,4
525,chr4-#8,1,chr4,16550000,16575000,4
526,chr4-#9,1,chr4,19000000,19025000,4
527,Cpne3,2,chr4,19557608,19582608,4
528,chr4-#10,1,chr4,21000000,21025000,4
529,Usp45,2,chr4,21763772,21788772,4
530,chr4-#11,1,chr4,23175000,23200000,4
531,chr4-#12,1,chr4,25000000,25025000,4
532,chr4-#13,1,chr4,26575000,26600000,4
533,chr4-#14,1,chr4,29000000,29025000,4
534,chr4-#15,1,chr4,31000000,31025000,4
535,Rragd,2,chr4,32970537,32995537,4
536,chr4-#16,1,chr4,33000000,33025000,4
537,Cnr1,2,chr4,33912132,33937132,4
538,Gm136,2,chr4,34743763,34768763,4
539,chr4-#17,1,chr4,35000000,35025000,4
540,chr4-#18,1,chr4,36975000,37000000,4
541,chr4-#19,1,chr4,38975000,39000000,4
542,chr4-#20,1,chr4,41000000,41025000,4
543,Aqp3,2,chr4,41085683,41110683,4
544,Dnajb5,2,chr4,42937314,42962314,4
545,chr4-#21,1,chr4,43000000,43025000,4
546,chr4-#22,1,chr4,45000000,45025000,4
547,chr4-#23,1,chr4,47000000,47025000,4
548,Col15a1,2,chr4,47195661,47220661,4
549,Tmeff1,2,chr4,48572674,48597674,4
550,chr4-#24,1,chr4,49000000,49025000,4
551,Grin3a,2,chr4,49833049,49858049,4
552,chr4-#25,1,chr4,50800000,50825000,4
553,Smc2,2,chr4,52426743,52451743,4
554,chr4-#26,1,chr4,53000000,53025000,4
555,Slc44a1,2,chr4,53427913,53452913,4
556,chr4-#27,1,chr4,55000000,55025000,4
557,Klf4,2,chr4,55519966,55544966,4
558,chr4-#28,1,chr4,57000000,57025000,4
559,Musk,2,chr4,58273460,58298460,4
560,chr4-#29,1,chr4,59000000,59025000,4
561,E130308A19Rik,2,chr4,59613711,59638711,4
562,chr4-#30,1,chr4,59800000,59825000,4
563,chr4-#31,1,chr4,63000000,63025000,4
564,Tnc,2,chr4,64034515,64059515,4
565,chr4-#32,1,chr4,65000000,65025000,4
566,Pappa,2,chr4,65111674,65136674,4
567,Tlr4,2,chr4,66815084,66840084,4
568,chr4-#33,1,chr4,67000000,67025000,4
